All - 07-04-2025 00:00 - 07-04-2025 23:59
Location,Ticket#,License Plate No.,Amount,Tax,Fee,Per Day Fee,Duration(hh:mm),Entry Time,Exit Time,Transaction Time,Ticket Status,Transaction Mode,Ticket Type,Transaction Description,Payment Status,Extended By,Reason
155 Washington Parking,TF34670,CALRTIO,80.00,0.00,1.00,0.00,Until 01:00 AM,07/04/2025 05:35 PM,,07/04/2025 05:35 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
155 Washington Parking,TN65182,9PIT989,80.00,0.00,1.00,0.00,Until 01:00 AM,07/04/2025 05:34 PM,,07/04/2025 05:34 PM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TR24482,9FWC262,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:33 PM,,07/04/2025 05:33 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TD22963,NZA4JO,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 05:29 PM,,07/04/2025 05:29 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TY52224,DF37F81,20.00,0.00,2.00,0.00,1:00,07/04/2025 05:27 PM,,07/04/2025 05:27 PM,Open,Card,Regular,,SUCCEEDED,,
220 Rose Parking,TK44650,9HXD939,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 05:26 PM,,07/04/2025 05:26 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TE64788,9TUP085,30.00,0.00,3.00,0.00,2:00,07/04/2025 05:26 PM,,07/04/2025 05:26 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TU91009,9HHH687,30.00,0.00,3.00,0.00,2:00,07/04/2025 05:26 PM,,07/04/2025 05:26 PM,Open,Card,Regular,,SUCCEEDED,,
1715 Pacific Parking,TE80033,2813A5,30.00,0.00,1.00,0.00,2:00,07/04/2025 05:22 PM,,07/04/2025 05:22 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TS16618,5EL4386,20.00,0.00,1.00,0.00,1:00,07/04/2025 05:19 PM,,07/04/2025 05:19 PM,Open,Card,Regular,,SUCCEEDED,,
407 Colorado Parking,TN82598,9RSV823,10.00,0.00,1.00,0.00,1:00,07/04/2025 05:11 PM,,07/04/2025 05:11 PM,Open,Card,Regular,,SUCCEEDED,,
1715 Pacific Parking,TR88337-EXT,9TVB847,10.00,0.00,1.00,0.00,1:00,07/04/2025 05:10 PM,,07/04/2025 06:19 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
1715 Pacific Parking,TR88337,9TVB847,20.00,0.00,1.00,0.00,1:00,07/04/2025 05:10 PM,,07/04/2025 05:10 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TX76834,9MXF028,20.00,0.00,2.00,0.00,1:00,07/04/2025 05:05 PM,,07/04/2025 05:05 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TZ50765,9MFY817,35.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 05:02 PM,,07/04/2025 05:02 PM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TC74208,8SKU743,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 05:00 PM,,07/04/2025 05:00 PM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TD81456,9RBN191,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:00 PM,,07/04/2025 05:00 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TL29114,7XWM204,30.00,0.00,1.00,0.00,2:00,07/04/2025 04:54 PM,,07/04/2025 04:54 PM,Open,Card,Regular,,SUCCEEDED,,
1715 Pacific Parking,TD15609,9THC565,20.00,0.00,1.00,0.00,1:00,07/04/2025 04:53 PM,,07/04/2025 04:53 PM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TT08025,9SQU108,30.00,0.00,3.00,0.00,2:00,07/04/2025 04:49 PM,,07/04/2025 04:49 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TT08025-EXT,9SQU108,10.00,0.00,1.00,0.00,Until 03:00 AM,07/04/2025 04:49 PM,,07/04/2025 04:49 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
407 Colorado Parking,TR79414,CJN2894,35.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:48 PM,,07/04/2025 04:48 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TD75078,9NQR149,40.00,0.00,1.00,0.00,Until 10:00 AM,07/04/2025 04:46 PM,,07/04/2025 04:46 PM,Open,Card,Regular,,SUCCEEDED,,
816 Washington Parking (Scopa 2),TK26819,9GZP959,15.00,0.00,1.00,0.00,2:00,07/04/2025 04:45 PM,,07/04/2025 04:45 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TK49138,MDA55X,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 04:43 PM,,07/04/2025 04:43 PM,Open,Card,Regular,,SUCCEEDED,,
407 Colorado Parking,TT07277,9FEU528,10.00,0.00,1.00,0.00,1:00,07/04/2025 04:42 PM,,07/04/2025 04:42 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TX82849,SYG4518,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 04:41 PM,,07/04/2025 04:41 PM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TK01563,19377Y2,20.00,0.00,1.00,0.00,1:00,07/04/2025 04:40 PM,,07/04/2025 04:40 PM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TH57208,FFFA41,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 04:34 PM,,07/04/2025 04:34 PM,Open,Card,Regular,,SUCCEEDED,,
220 Rose Parking,TP59806,8XZA365,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:34 PM,,07/04/2025 04:34 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TU96983,LIBAN4,20.00,0.00,2.00,0.00,1:00,07/04/2025 04:34 PM,,07/04/2025 04:34 PM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TZ68591,9DOX991,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:34 PM,,07/04/2025 04:34 PM,Open,Card,Regular,,SUCCEEDED,,
3016 Main Parking,TG16194,RFUX33,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:33 PM,,07/04/2025 04:33 PM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TY94712,943ZLX,25.00,0.00,1.00,0.00,1:00,07/04/2025 04:32 PM,,07/04/2025 04:32 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TU23115,S689AY,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:31 PM,,07/04/2025 04:31 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TK23205,8WNC882,70.00,0.00,1.00,0.00,2:00,07/04/2025 04:26 PM,,07/04/2025 04:26 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TM15958,8GHK978,20.00,0.00,2.00,0.00,1:00,07/04/2025 04:25 PM,,07/04/2025 04:25 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TG88395,EA32H40,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:23 PM,,07/04/2025 04:23 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TJ57243,RDJ566,20.00,0.00,2.00,0.00,1:00,07/04/2025 04:21 PM,,07/04/2025 04:21 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TJ57243-EEX,RDJ566,20.00,0.00,2.00,0.00,Until 03:00 AM,07/04/2025 04:21 PM,,07/04/2025 05:36 PM,Open,Apple Pay,Regular,,SUCCEEDED,Voltaire Menezes,
155 Washington Parking,TT63367,8YNV528,70.00,0.00,1.00,0.00,2:00,07/04/2025 04:19 PM,,07/04/2025 04:19 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
155 Washington Parking,TT63367-EEX,8YNV528,10.00,0.00,1.00,0.00,Until 01:00 AM,07/04/2025 04:19 PM,,07/04/2025 06:52 PM,Open,Apple Pay,Regular,,SUCCEEDED,Johan Rossi,
220 Rose Parking,TX36926,9LSF438,40.00,0.00,1.00,0.00,Until 10:00 AM,07/04/2025 04:18 PM,,07/04/2025 04:18 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TH58110,9PLX885,30.00,0.00,1.00,0.00,2:00,07/04/2025 04:16 PM,,07/04/2025 04:16 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
155 Washington Parking,TL63247,9LZB847,60.00,0.00,1.00,0.00,1:00,07/04/2025 04:14 PM,,07/04/2025 04:14 PM,Open,Card,Regular,,SUCCEEDED,,
2913 Washington Parking (Scopa 1),TD16534,7UBH738,15.00,0.00,1.00,0.00,2:00,07/04/2025 04:10 PM,,07/04/2025 04:10 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TD47857,7UGY119,15.00,0.00,1.00,0.00,1:00,07/04/2025 04:09 PM,,07/04/2025 04:09 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
155 Washington Parking,TX00268,55H570,80.00,0.00,1.00,0.00,Until 01:00 AM,07/04/2025 04:04 PM,,07/04/2025 04:04 PM,Open,Card,Regular,,SUCCEEDED,,
3016 Main Parking,TQ56452,7DBY963,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 04:01 PM,,07/04/2025 04:01 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
3016 Main Parking,TT15740,BBSOLY,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 03:59 PM,,07/04/2025 03:59 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TW04064,9CTC023,30.00,0.00,3.00,0.00,2:00,07/04/2025 03:59 PM,,07/04/2025 03:59 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TW04064-EXT,9CTC023,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 03:59 PM,,07/04/2025 05:23 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TM87036,8PSP265,30.00,0.00,1.00,0.00,2:00,07/04/2025 03:59 PM,,07/04/2025 03:59 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TK22082,EPM496,10.00,0.00,1.00,0.00,0:30,07/04/2025 03:57 PM,,07/04/2025 03:57 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
2913 Washington Parking (Scopa 1),TH74441,9ANC010,30.00,0.00,1.00,0.00,Until 11:00 AM,07/04/2025 03:56 PM,,07/04/2025 03:56 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TC83488,9LVD475,30.00,0.00,1.00,0.00,2:00,07/04/2025 03:55 PM,,07/04/2025 03:55 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TX93211,9PWV752,70.00,0.00,1.00,0.00,2:00,07/04/2025 03:54 PM,,07/04/2025 03:54 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TD32852,9JQN851,15.00,0.00,1.00,0.00,1:00,07/04/2025 03:49 PM,,07/04/2025 03:49 PM,Open,Card,Regular,,SUCCEEDED,,
3016 Main Parking,TH32126,BN03285,10.00,0.00,1.00,0.00,1:00,07/04/2025 03:48 PM,,07/04/2025 03:48 PM,Open,Card,Regular,,SUCCEEDED,,
220 Rose Parking,TT13038,9TKY469,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 03:45 PM,,07/04/2025 03:45 PM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TE38413-EXT,9HLB305,20.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 12:01 PM,,07/04/2025 02:05 PM,Open,Card,Regular,,SUCCEEDED,Parker,
1715 Pacific Parking,TT72990,9MWT969,15.00,0.00,1.00,0.00,1:00,07/04/2025 11:59 AM,,07/04/2025 11:59 AM,Open,Card,Regular,,SUCCEEDED,,
1715 Pacific Parking,TT72990-EXT,9MWT969,5.00,0.00,1.00,0.00,1:00,07/04/2025 11:59 AM,,07/04/2025 12:53 PM,Open,Card,Regular,,SUCCEEDED,Parker,
2913 Washington Parking (Scopa 1),TP80299,VSJ5757,25.00,0.00,1.00,0.00,Until 05:00 PM,07/04/2025 11:59 AM,,07/04/2025 11:59 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TP58214,7YRF562,30.00,0.00,3.00,0.00,2:00,07/04/2025 11:54 AM,,07/04/2025 11:54 AM,Open,Card,Regular,,SUCCEEDED,,
816 Washington Parking (Scopa 2),TD36295,9LDS930,15.00,0.00,1.00,0.00,2:00,07/04/2025 11:53 AM,,07/04/2025 11:53 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TH54406,7SKB482,15.00,0.00,1.00,0.00,2:00,07/04/2025 11:52 AM,,07/04/2025 11:52 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TH54406-EXT,7SKB482,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:52 AM,,07/04/2025 01:48 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
100 Venice Way Parking,TU97764,8KBP388,10.00,0.00,1.00,0.00,0:30,07/04/2025 11:51 AM,,07/04/2025 11:51 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
816 Washington Parking (Scopa 2),TQ20988,CCFJ6604,15.00,0.00,1.00,0.00,2:00,07/04/2025 11:51 AM,,07/04/2025 11:51 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
816 Washington Parking (Scopa 2),TQ20988-EXT,CCFJ6604,10.00,0.00,1.00,0.00,Until 03:00 AM,07/04/2025 11:51 AM,,07/04/2025 01:45 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
102 Washington Parking (Arbor),TX57558,710FRQ,25.00,0.00,2.50,0.00,2:00,07/04/2025 11:48 AM,,07/04/2025 11:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
139 South Beverly Parking,TY77585,9LTV717,25.00,0.00,1.00,0.00,Until 05:00 PM,07/04/2025 11:48 AM,,07/04/2025 11:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TN18267,9ALR952,65.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:47 AM,,07/04/2025 11:47 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
102 Washington Parking (Arbor),TE92240,9FRX542,65.00,0.00,6.50,0.00,Until 02:00 AM,07/04/2025 11:46 AM,,07/04/2025 11:46 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TX18543,9LXX659,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:45 AM,,07/04/2025 11:45 AM,Open,Card,Regular,,SUCCEEDED,,
102 Washington Parking (Arbor),TG76761,7WVC739,25.00,0.00,2.50,0.00,2:00,07/04/2025 11:45 AM,,07/04/2025 11:45 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TR03402,28580C4,25.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:43 AM,,07/04/2025 11:43 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
102 Washington Parking (Arbor),TF66961,8YGB052,15.00,0.00,1.50,0.00,1:00,07/04/2025 11:41 AM,,07/04/2025 11:41 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TR18625,7LPL825,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:41 AM,,07/04/2025 11:41 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TD33163,KTK973,10.00,0.00,1.00,0.00,1:00,07/04/2025 11:40 AM,,07/04/2025 11:40 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TV91862,8T0S793,20.00,0.00,1.00,0.00,2:00,07/04/2025 11:40 AM,,07/04/2025 11:40 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TA89842,8TST198,30.00,0.00,3.00,0.00,2:00,07/04/2025 11:39 AM,,07/04/2025 11:39 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TA89842-EXT,8TST198,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:39 AM,,07/04/2025 01:23 PM,Open,Card,Regular,,SUCCEEDED,Parker,
102 Washington Parking (Arbor),TC97828,9BIC983,65.00,0.00,6.50,0.00,Until 02:00 AM,07/04/2025 11:38 AM,,07/04/2025 11:38 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TE44351,9MLW644,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 11:34 AM,,07/04/2025 11:34 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TS09238,9DHA596,10.00,0.00,1.00,0.00,0:30,07/04/2025 11:29 AM,,07/04/2025 11:29 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
2913 Washington Parking (Scopa 1),TN80465,"KXNR67 ",15.00,0.00,1.00,0.00,2:00,07/04/2025 11:28 AM,,07/04/2025 11:28 AM,Open,Card,Regular,,SUCCEEDED,,
2913 Washington Parking (Scopa 1),TN80465-EXT,"KXNR67 ",10.00,0.00,1.00,0.00,Until 05:00 PM,07/04/2025 11:28 AM,,07/04/2025 01:03 PM,Open,Card,Regular,,SUCCEEDED,Parker,
100 Venice Way Parking,TW75274,DMS4CV,10.00,0.00,1.00,0.00,0:30,07/04/2025 11:28 AM,,07/04/2025 11:28 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TW75274-EEX,DMS4CV,30.00,0.00,3.00,0.00,Until 02:00 AM,07/04/2025 11:28 AM,,07/04/2025 12:03 PM,Open,Apple Pay,Regular,,SUCCEEDED,Rudy Enforcement,
100 Venice Way Parking,TY68245,8GDN020,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:27 AM,,07/04/2025 11:27 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TY68245-EXT,8GDN020,10.00,0.00,1.00,0.00,1:00,07/04/2025 11:27 AM,,07/04/2025 12:26 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
100 Venice Way Parking,TY68245-EEX,8GDN020,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:27 AM,,07/04/2025 01:33 PM,Open,Apple Pay,Regular,,SUCCEEDED,Rudy Enforcement,
100 Venice Way Parking,TK47770,9MGW457,30.00,0.00,3.00,0.00,2:00,07/04/2025 11:25 AM,,07/04/2025 11:25 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ10759,9POL744,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:25 AM,,07/04/2025 11:25 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ10759-EXT,9POL744,10.00,0.00,1.00,0.00,1:00,07/04/2025 11:25 AM,,07/04/2025 12:18 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
100 Venice Way Parking,TZ72500,9LDX770,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:23 AM,,07/04/2025 11:23 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ72500-EXT,9LDX770,10.00,0.00,1.00,0.00,1:00,07/04/2025 11:23 AM,,07/04/2025 12:05 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
121 Windward Parking,TT71019,9LXA200,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:23 AM,,07/04/2025 11:23 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TG63562,9TAE643,15.00,0.00,1.00,0.00,1:00,07/04/2025 11:23 AM,,07/04/2025 11:23 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
801 Ocean Front Walk,TQ53276,9TRU657,35.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 11:22 AM,,07/04/2025 11:22 AM,Open,Card,Regular,,SUCCEEDED,,
220 Rose Parking,TC85095,315ZUS,15.00,0.00,1.00,0.00,1:00,07/04/2025 11:21 AM,,07/04/2025 11:21 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TC85095-EXT,315ZUS,10.00,0.00,1.00,0.00,1:00,07/04/2025 11:21 AM,,07/04/2025 12:36 PM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
2913 Washington Parking (Scopa 1),TA82804,IMFRMNY,35.00,0.00,1.00,0.00,Until 05:00 PM,07/04/2025 11:17 AM,,07/04/2025 11:17 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TL58160,8XFY478,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 11:17 AM,,07/04/2025 11:17 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TQ15114,9HMB545,10.00,0.00,1.00,0.00,0:30,07/04/2025 11:14 AM,,07/04/2025 11:14 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TQ94206,9LDG365,65.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 11:14 AM,,07/04/2025 11:14 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TS78824,9SOF469,20.00,0.00,2.00,0.00,1:00,07/04/2025 11:09 AM,,07/04/2025 11:09 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TJ12428,9RSA021,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 11:07 AM,,07/04/2025 11:07 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TJ98840,37423R1,10.00,0.00,1.00,0.00,0:30,07/04/2025 11:05 AM,,07/04/2025 11:05 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TA70519,EE00T29,30.00,0.00,3.00,0.00,2:00,07/04/2025 11:03 AM,,07/04/2025 11:03 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TT79203,9SHX413,30.00,0.00,3.00,0.00,2:00,07/04/2025 10:59 AM,,07/04/2025 10:59 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TR68072,9EXC069,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:58 AM,,07/04/2025 10:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TL36990,7FGX756,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:58 AM,,07/04/2025 10:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TW26885,9LED016,20.00,0.00,1.00,0.00,2:00,07/04/2025 10:57 AM,,07/04/2025 10:57 AM,Open,Card,Regular,,SUCCEEDED,,
816 Washington Parking (Scopa 2),TZ40757,7KKE020,25.00,0.00,1.00,0.00,Until 03:00 AM,07/04/2025 10:56 AM,,07/04/2025 10:56 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TZ45050,9TKZ165,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:54 AM,,07/04/2025 10:54 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TZ45050-EXT,9TKZ165,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:54 AM,,07/04/2025 11:18 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
220 Rose Parking,TZ62459,9MTB374,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:54 AM,,07/04/2025 10:54 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TK67309,9THU652,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:53 AM,,07/04/2025 10:53 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TC86961,9MB366,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:50 AM,,07/04/2025 10:50 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TK50822,EE26J51,10.00,0.00,1.00,0.00,1:00,07/04/2025 10:50 AM,,07/04/2025 10:50 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TK16938,9CLH213,20.00,0.00,2.00,0.00,1:00,07/04/2025 10:49 AM,,07/04/2025 10:49 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TP99344,MDV3780,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:48 AM,,07/04/2025 10:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TC67159,9AVA300,65.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 10:48 AM,,07/04/2025 10:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TY66246,7UFN942,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:44 AM,,07/04/2025 10:44 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1715 Pacific Parking,TS12929,50523B3,20.00,0.00,1.00,0.00,2:00,07/04/2025 10:43 AM,,07/04/2025 10:43 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TJ66683,9RIZ242,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:43 AM,,07/04/2025 10:43 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
124 Washington Parking (Grand Canal),TV46573,9MIU838,65.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 10:42 AM,,07/04/2025 10:42 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TH09128,9NMF553,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:42 AM,,07/04/2025 10:42 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TS15447,06377,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 10:41 AM,,07/04/2025 10:41 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TV44754,9TPM241,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:40 AM,,07/04/2025 10:40 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
801 Ocean Front Walk,TE26386,BPD6701,35.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 10:36 AM,,07/04/2025 10:36 AM,Open,Card,Regular,,SUCCEEDED,,
220 Rose Parking,TL94781,8SWB279,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:34 AM,,07/04/2025 10:34 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TP31049,8FWL882,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:33 AM,,07/04/2025 10:33 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN31115,M1A1JN,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:29 AM,,07/04/2025 10:29 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN31115-EXT,M1A1JN,10.00,0.00,1.00,0.00,0:30,07/04/2025 10:29 AM,,07/04/2025 10:51 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
220 Rose Parking,TA46070,7HLZ646,25.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:23 AM,,07/04/2025 10:23 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
